Timestamp,BallX,BallY,TargetX,TargetY,DistToCenter,PolyRadius,IsInside
11.989,515.9,610.4,515.9,610.4,240.2,250.0,YES
12.011,515.9,610.4,515.9,610.4,240.2,250.0,YES
12.033,515.9,610.4,515.9,610.4,240.2,250.0,YES
12.055,515.9,610.4,515.9,610.4,240.2,250.0,YES
12.077,515.9,610.4,515.9,610.4,240.2,250.0,YES
12.099,515.9,610.4,515.9,610.4,240.2,250.0,YES
12.121,515.9,610.4,515.9,610.4,240.2,250.0,YES
12.144,515.9,610.4,515.9,610.4,240.2,250.0,YES
12.166,515.9,610.4,515.9,610.4,240.2,250.0,YES
12.188,515.9,610.4,515.9,610.4,240.2,250.0,YES
12.211,515.9,610.4,515.9,610.4,240.2,250.0,YES
12.232,515.9,610.4,515.9,610.4,240.2,250.0,YES
12.254,515.9,610.4,515.9,610.4,240.2,250.0,YES
12.277,515.9,610.4,515.9,610.4,240.2,250.0,YES
12.298,515.9,610.4,515.9,610.4,240.2,250.0,YES
12.320,515.9,610.4,515.9,610.4,240.2,250.0,YES
12.343,515.9,610.4,515.9,610.4,240.2,250.0,YES
12.364,515.9,610.4,515.9,610.4,240.2,250.0,YES
12.386,515.9,610.4,515.9,610.4,240.2,250.0,YES
12.410,515.9,610.4,515.9,610.4,240.2,250.0,YES
12.431,515.9,610.4,515.9,610.4,240.2,250.0,YES
12.453,515.9,610.4,515.9,610.4,240.2,250.0,YES
12.476,515.9,610.4,515.9,610.4,240.2,250.0,YES
12.498,515.9,610.4,515.9,610.4,240.2,250.0,YES
12.521,515.9,610.4,515.9,610.4,240.2,250.0,YES
12.544,515.9,610.4,515.9,610.4,240.2,250.0,YES
12.565,515.9,610.4,515.9,610.4,240.2,250.0,YES
12.588,515.9,610.4,515.9,610.4,240.2,250.0,YES
12.610,515.9,610.4,515.9,610.4,240.2,250.0,YES
12.634,515.9,610.4,515.9,610.4,240.2,250.0,YES
12.658,515.9,610.4,515.9,610.4,240.2,250.0,YES
12.680,515.9,610.4,515.9,610.4,240.2,250.0,YES
12.701,515.9,610.4,515.9,610.4,240.2,250.0,YES
12.724,515.9,610.4,515.9,610.4,240.2,250.0,YES
12.745,515.9,610.4,515.9,610.4,240.2,250.0,YES
12.765,515.9,610.4,515.9,610.4,240.2,250.0,YES
12.787,515.9,610.4,515.9,610.4,240.2,250.0,YES
12.809,515.9,610.4,515.9,610.4,240.2,250.0,YES
12.830,515.9,610.4,515.9,610.4,240.2,250.0,YES
12.852,515.9,610.4,515.9,610.4,240.2,250.0,YES
12.875,515.9,610.4,515.9,610.4,240.2,250.0,YES
12.896,515.9,610.4,515.9,610.4,240.2,250.0,YES
12.918,515.9,610.4,515.9,610.4,240.2,250.0,YES
12.940,515.9,610.4,515.9,610.4,240.2,250.0,YES
12.962,515.9,610.4,515.9,610.4,240.2,250.0,YES
12.984,515.9,610.4,515.9,610.4,240.2,250.0,YES
13.006,515.9,610.4,515.9,610.4,240.2,250.0,YES
13.031,515.9,610.4,515.9,610.4,240.2,250.0,YES
13.052,515.9,610.4,515.9,610.4,240.2,250.0,YES
13.075,515.9,610.4,515.9,610.4,240.2,250.0,YES
13.097,515.9,610.4,515.9,610.4,240.2,250.0,YES
13.119,515.9,610.4,515.9,610.4,240.2,250.0,YES
13.142,515.9,610.4,515.9,610.4,240.2,250.0,YES
13.164,515.9,610.4,515.9,610.4,240.2,250.0,YES
13.185,515.9,610.4,515.9,610.4,240.2,250.0,YES
13.207,515.9,610.4,515.9,610.4,240.2,250.0,YES
13.229,515.9,610.4,515.9,610.4,240.2,250.0,YES
13.251,515.9,610.4,515.9,610.4,240.2,250.0,YES
13.274,515.9,610.4,515.9,610.4,240.2,250.0,YES
13.295,515.9,610.4,515.9,610.4,240.2,250.0,YES
13.317,515.9,610.4,515.9,610.4,240.2,250.0,YES
13.339,515.9,610.4,515.9,610.4,240.2,250.0,YES
13.361,515.9,610.4,515.9,610.4,240.2,250.0,YES
13.382,515.9,610.4,515.9,610.4,240.2,250.0,YES
13.403,515.9,610.4,515.9,610.4,240.2,250.0,YES
13.426,515.9,610.4,515.9,610.4,240.2,250.0,YES
13.447,515.9,610.4,515.9,610.4,240.2,250.0,YES
13.469,515.9,610.4,515.9,610.4,240.2,250.0,YES
13.492,515.9,610.4,515.9,610.4,240.2,250.0,YES
13.526,515.9,610.4,555.2,583.5,240.2,250.0,YES
13.553,520.0,607.5,555.2,583.5,239.7,250.0,YES
13.583,522.4,605.9,555.2,583.5,239.5,250.0,YES
13.604,524.0,604.8,555.2,583.5,239.4,250.0,YES
13.627,525.8,603.5,555.2,583.5,239.3,250.0,YES
13.649,527.6,602.4,555.2,583.5,239.2,250.0,YES
13.671,529.3,601.2,555.2,583.5,239.1,250.0,YES
13.694,531.1,599.9,555.2,583.5,239.1,250.0,YES
13.717,532.9,598.7,555.2,583.5,239.1,250.0,YES
13.739,534.6,597.5,555.2,583.5,239.0,250.0,YES
13.759,536.2,596.4,555.2,583.5,239.0,250.0,YES
13.781,537.9,595.2,555.2,583.5,239.1,250.0,YES
13.802,539.6,594.1,555.2,583.5,239.1,250.0,YES
13.824,541.3,592.9,555.2,583.5,239.2,250.0,YES
13.846,543.1,591.7,555.2,583.5,239.2,250.0,YES
13.867,544.7,590.6,555.2,583.5,239.3,250.0,YES
13.889,546.4,589.4,555.2,583.5,239.4,250.0,YES
13.910,548.1,588.3,555.2,583.5,239.6,250.0,YES
13.932,549.8,587.1,555.2,583.5,239.7,250.0,YES
13.953,551.5,586.0,555.2,583.5,239.9,250.0,YES
13.977,553.4,584.7,555.2,583.5,240.1,250.0,YES
13.998,555.0,583.6,555.2,583.5,240.2,250.0,YES
14.020,555.2,583.5,555.2,583.5,240.3,250.0,YES
14.048,555.2,583.5,555.2,583.5,240.3,250.0,YES
14.087,555.2,583.5,555.2,583.5,240.3,250.0,YES
14.139,555.2,583.5,555.2,583.5,240.3,250.0,YES
14.190,555.2,583.5,555.2,583.5,240.3,250.0,YES
14.223,555.2,583.5,555.2,583.5,240.3,250.0,YES
14.247,555.2,583.5,555.2,583.5,240.3,250.0,YES
14.269,555.2,583.5,555.2,583.5,240.3,250.0,YES
14.296,555.2,583.5,555.2,583.5,240.3,250.0,YES
